Name	Description	ALL_1	ALL_2	ALL_3	ALL_4	ALL_5	ALL_6	ALL_7	ALL_8	ALL_9	ALL_10	ALL_11	ALL_12	ALL_13	ALL_14	ALL_15	ALL_16	ALL_17	ALL_18	ALL_19	ALL_20	MLL__1	MLL__2	MLL__3	MLL__4	MLL__5	MLL__6	MLL__7	MLL__8	MLL_9	MLL_10	MLL_11	MLL_12	MLL_13	MLL_14	MLL_15	MLL_16	MLL_17	AML_1	AML_2	AML_4	AML_5	AML_6	AML_7	AML_8	AML_10	AML_11	AML_12	AML_14	AML_15	AML_16	AML_17	AML_18	AML_19	AML_20	AML_21	AML_22	AML_23
31862_at	"Hs.152213 gnl|UG|Hs#S370 Homo sapiens proto-oncogene (Wnt-5a) mRNA, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31863_at	"Hs.152629 gnl|UG|Hs#S305377 Human mRNA for KIAA0179 gene, partial cds "	0.718018103	1.192403288	0.594496176	1.905523006	1.653423635	0.880698449	1.020537709	1.289598995	1.311320975	1.448226789	1.004767845	1.826575761	1.388011774	1.20670228	1.330127831	1.616057479	1.172037411	1.029567713	1.667489802	1.024157947	1.277276801	1.008307335	1.221753041	1.12941044	1.238336711	1.530871512	0.928926221	1.215138323	1.217695708	1.085948361	0.704367088	1.35661128	1.12358617	1.28605707	-0.138638357	0.832003248	0.33730682	0.037578321	-0.786394599	0.922485555	0.226235944	0.483253052	0.789203562	1.233005431	1.092594287	1.129652453	0.343883355	-0.868394122	-0.039780162	-0.280440136	-0.865059543	0.138546673	-0.308287807	0.197029961	0.611463535	-0.636744816	0.170637616
31864_at	"Hs.152720 gnl|UG|Hs#S572253 H.sapiens mRNA for M-phase phosphoprotein, mpp6 "	0.593991719	0.592570137	-0.820862479	0.39749542	0.259992466	0.234056294	0.199157085	0.305981851	0.315964068	0.802252256	0.278944326	-0.256438286	-0.038751869	0.756861364	0.775827867	1.081424579	-0.3539078	0.913569259	0.34748968	0.030498858	0.611214207	0.336117531	0.355966541	-0.051775595	0.303383587	0.254699955	-0.066382371	0.454018734	0.033151943	0.341077476	0.820318523	0.203211309	0.418619839	0.391354461	-0.968397797	0.295140819	0.315323671	-0.107037787	-0.240382853	0.50979363	-0.83662019	-0.659913203	0.517952024	0.943587959	0.305252743	0.593373996	0.002497669	0.328902331	-0.296040413	0.208001266	0.625999064	-0.136526469	0.096926556	0.498450482	0.301697232	-0.336694808	-0.020813526
31865_at	"Hs.152759 gnl|UG|Hs#S1569261 Homo sapiens mRNA for activator of S phase Kinase, complete cds "	-0.216657951	0.186498537	-0.184727453	0.658253903	-0.739436414	-0.561721885	-0.405000673	-0.163847447	-0.065075452	-0.051718948	-0.391199158	-0.870262196	-0.970629973	0.138847824	0.217686897	0.04511912	-0.087919173	-0.41199449	0.077384441	-0.279471983	-0.073533389	1.689174741	-0.333435898	-0.45171341	0.097673306	-0.859984288	-0.946953138	-0.896040255	-0.661773425	-0.053378715	-0.797348531	0.310668244	-0.271308209	-0.888480647	-0.710256836	0.075787231	-0.287853374	0.008086708	-0.865556272	-0.858347886	0.092561183	-0.015787506	-0.33427112	-0.821108085	-1.056856783	0.121574726	0.247453845	-0.868394122	-0.886994652	-0.210222817	-0.896893087	0.282580554	-0.466670498	-0.911768906	-0.841055646	-0.592699272	0.443099929
31866_at	"Hs.152894 gnl|UG|Hs#S1090578 Homo sapiens chromosome 19, cosmid F23149 "	0.634482565	0.907883818	0.662047742	0.935201437	0.607450933	0.841894889	0.724697588	0.552986371	0.644274128	0.711237826	0.750380607	0.53145307	0.327541165	0.97740102	0.589960297	0.892203229	0.453631391	1.082842141	0.509507374	0.392922821	0.512627056	0.944381082	0.540350677	0.370761183	0.971646267	-0.004241176	0.514868996	0.298248783	0.624657857	0.665024287	0.491263854	0.686947022	0.540016277	0.939234798	0.182324434	0.421243758	0.303002084	0.332344529	0.325886732	-0.283632324	0.354756605	0.294069154	0.192316568	0.685941261	0.258127899	0.361760416	0.386500695	-0.260054855	0.174587767	-0.02382964	-0.291268767	0.354234919	0.044715718	0.159617441	0.466949686	0.184354752	0.349516531
31867_at	Hs.152939 gnl|UG|Hs#S1091144 Homo sapiens clone 24630 mRNA sequence 	1.039962612	1.143631104	1.043817653	0.740606528	1.293281154	0.988523018	1.517469283	1.032033359	1.422925635	0.838668155	0.885391114	1.322529226	1.106557874	0.623943649	1.274545213	1.396146662	0.447356502	0.700086127	1.074332168	1.235942595	1.099769984	0.753803342	1.129120524	0.966271712	0.339835763	0.983104759	1.267666062	0.709979597	0.664078037	1.023345875	0.476766083	1.199628151	1.048896232	0.009395325	0.44471538	0.601656202	0.168704969	-0.080462355	-0.865556272	0.316528893	0.392703582	-0.464586049	0.308173757	-0.041527391	0.851752976	-0.414959833	-0.150866057	-0.868394122	0.078197229	-0.964054855	-0.000601056	0.914632329	-0.773859344	-0.911768906	-0.762502889	-0.130581709	0.066590157
31868_at	"Hs.153003 gnl|UG|Hs#S1091038 Homo sapiens myristilated and palmitylated serine-threonine kinase MPSK (MPSK1) mRNA, complete cds "	0.114562621	-0.377846355	-0.820862479	-0.580017319	-1.017257177	-0.9870318	-0.966971251	-0.322339384	-0.944018262	-0.890571486	0.050706486	-0.480533852	-0.99727367	-0.710595423	-0.863248129	-0.523952371	-0.915002328	-0.042238876	-0.099386707	-1.025794932	-0.580754444	-0.694868422	-1.001932033	-0.886900476	-0.29895194	-0.859984288	-0.946953138	-0.074864444	0.411137022	0.026067294	-0.759860165	-0.446962175	-0.44783153	-0.888480647	-0.968397797	-0.272265349	0.083697333	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.245375067	0.548615771	-0.307692261	-0.638537936	-0.210895754	-0.023089538	-0.886994652	-0.29851928	-0.896893087	-0.921081378	-0.268394861	-0.911768906	0.10583848	-0.984662221	-0.49304528
31869_at	"Hs.153026 gnl|UG|Hs#S1090760 Homo sapiens mRNA for KIAA0640 protein, partial cds "	0.435422139	0.976884374	0.987984216	0.763348437	0.629484674	1.111811594	0.867993036	1.068237067	0.381920818	0.750746964	0.786641003	1.130106145	1.094791658	0.161231238	0.543371568	-0.137513106	0.241188839	0.419814355	0.808554479	0.608788528	1.067484057	-0.299390244	1.016325562	0.720768353	0.975803738	1.009090633	0.852399894	0.357330524	-0.082186572	1.234860793	0.430001639	0.872868552	1.189865112	1.518485768	0.264842846	0.778260754	0.071844985	-0.234460642	-0.366798354	-0.649783949	-0.425296819	0.383122778	-0.391255641	-0.006851423	0.637923489	0.372096285	0.524449531	-0.551595074	0.146678481	-0.18314027	0.951276356	0.154803188	0.353479814	-0.8364207	-0.346880908	-0.136542452	0.141557499
31870_at	Hs.153053 gnl|UG|Hs#S4526 Human mRNA for leukocyte antigen CD37 	1.953291649	2.153106578	1.813825841	1.951977	1.893280999	2.23747203	1.917087731	1.869005455	1.241046173	2.062170125	2.007543129	2.281692401	2.450429843	1.084654243	1.641088318	1.871421976	2.369106376	2.030555843	2.133878484	2.443055568	2.171178289	2.296980251	1.543286493	2.672128987	1.498363227	1.381081517	1.882779405	1.451460476	1.410539196	1.445844467	1.536429981	1.709036266	1.863723573	1.894977745	2.2512537	1.54583108	2.110279648	2.256467726	2.725127025	2.135681012	2.724034083	2.554374264	2.024022183	0.870694745	2.350190219	1.438202948	1.953910769	2.516421254	2.415962197	2.401980124	2.070187498	2.43064989	2.293538624	2.462533406	2.554303286	2.079648451	2.071020616
31871_r_at	"Hs.1531 gnl|UG|Hs#S2365 Human enyol-CoA: hydratase 3-hydroxyacyl-CoA dehydrogenase (EHHADH) mRNA, complete cds with repeats "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-0.836035325	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.793259298	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.968144695	-0.868394122	-0.705374269	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.785032219	-0.841055646	-0.984662221	-1.010273351
31872_at	Hs.153221 gnl|UG|Hs#S5461 H.sapiens mRNA for SYT 	0.224595155	0.108918932	0.090996786	-0.843015226	0.386685664	-0.498414155	-0.405000673	-0.727080183	-0.903043011	-0.768668273	-0.192642784	-0.555216011	-0.246442664	-0.195513542	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.763621309	0.232209572	0.697431108	0.297195576	0.631836678	-0.859396458	-0.8335883	0.711602839	0.505207775	-0.896040255	-0.552799478	-0.13022261	-0.61977174	-1.01553925	-0.971348069	-0.888480647	0.417329156	0.409482228	0.60445067	0.169060847	0.28539985	-0.142656583	0.609012137	0.919587227	0.534247133	-0.821108085	0.956581444	0.556608232	0.727303995	0.256410299	-0.399784357	0.524080667	0.818424154	0.950565183	0.789726572	0.332725695	-0.633040851	0.505122119	0.890416484
31873_at	"Hs.153436 gnl|UG|Hs#S377382 Homo sapiens Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM), arginine-vasopressin receptor (AVPR2), C1 p115 (C1), ARD1 N-acetyltransferase related protein (TE"	1.132192863	0.953992723	0.251171014	1.173043825	1.072399821	1.455656988	0.79660388	0.84155603	1.1955782	1.175305659	1.02757363	1.397126692	1.107171539	0.889039582	0.93625002	0.704542558	1.391344154	1.292449564	1.086331691	0.89851984	1.587252675	1.452566138	1.694298134	0.714364084	1.51904522	1.542900975	0.770740678	1.256879282	1.235895271	0.885977296	0.977986068	1.327820982	1.437698562	0.704277561	1.064172968	0.957627067	1.122312656	0.583892681	0.830886106	1.017204174	-0.01767936	0.522591969	0.986486118	0.779108683	0.560058083	0.591880323	0.497284494	0.565593407	-0.886994652	0.790624362	-0.896893087	1.079525989	0.222905117	-0.911768906	1.100385972	0.319034017	0.370205835
31874_at	Hs.282258 gnl|UG|Hs#S554456 H.sapiens mRNA for GAR22 protein 	-0.966654289	-0.402433326	-0.820862479	-0.843015226	-0.816722793	-0.370109382	-0.966971251	-0.234192865	-0.944018262	-0.231968719	-1.024044009	-0.910647646	-0.586745408	-1.023973506	-0.177986097	-0.905110107	-0.915002328	-0.062635759	-0.995339833	-1.025794932	-0.802478952	0.290020465	-1.001932033	-0.570578026	0.80419277	-0.859984288	-0.946953138	-0.67658507	-0.708599409	0.79721991	-0.797348531	-0.836736289	-0.971348069	-0.888480647	-0.968397797	-1.041748748	0.972166235	0.300209214	0.608332018	-0.0384205	0.174707759	0.765166244	0.239806987	1.118406881	-0.190036453	-0.956245827	-0.254118738	0.05149871	-0.39261608	-0.964054855	-0.896893087	-0.459904648	0.067079196	-0.905153286	0.934144833	0.05844498	-0.422147014
31875_at	Hs.153489 gnl|UG|Hs#S998597 Homo sapiens clone 24763 mRNA sequence 	0.261581435	-0.142270121	0.131559459	-0.843015226	-0.019423619	-0.321711881	0.454065555	-0.183207949	-0.132703217	-0.359076271	0.030333144	0.133348052	-0.110326131	0.030528692	0.048297404	0.430272359	0.228049446	-0.679609013	-0.21646961	0.101053232	-0.345687765	-0.885563384	0.139281618	-0.02051057	-0.441057937	0.295211923	-0.058435479	0.012203696	-0.228562289	0.282476473	-0.797348531	0.391335665	-0.086220073	0.290242812	-0.455504237	0.388598093	0.218826625	-0.978370136	-0.865556272	-0.858347886	-0.149599684	-0.871908561	-0.9226912	1.233354931	-0.024226957	-0.34241839	-0.994496532	-0.868394122	-0.504347454	-0.964054855	-0.896893087	-0.041789745	-1.035429283	-0.181340724	-0.841055646	-0.984662221	-0.128558211
31876_r_at	Hs.153527 gnl|UG|Hs#S705547 Human clone 121711 defective mariner transposon Hsmar2 mRNA sequence 	-0.159277259	-0.493867267	0.053038624	-0.196361792	-0.657718273	-0.250282667	-0.375159392	-0.772617721	-0.227555119	-0.523082887	-0.016585942	-0.333368761	-0.42850867	0.119028357	-0.46157693	-0.270555126	-0.239564186	-0.260679914	-0.400501756	-0.721854872	-0.920027349	0.326580693	-1.001932033	-0.238752298	0.349232445	-0.859984288	-0.626158455	-0.896040255	-0.160502796	0.080976102	-0.042759611	-0.385383156	-0.771747148	0.130221491	-0.484156364	-0.87480445	-0.595148661	-0.978370136	-0.865556272	-0.326238741	-0.83662019	-0.441167167	-0.615094675	-0.368050861	-0.348817966	-0.956245827	-0.634034302	-0.551595074	-0.593062589	-0.150720184	-0.317581132	0.067760059	-0.041609147	-0.396680405	-0.738179656	-0.468834171	-0.052601476
31877_at	"Hs.153546 gnl|UG|Hs#S1090517 Homo sapiens cell division cycle protein 23 (CDC23) mRNA, complete cds "	0.127050216	0.621669795	0.025803132	0.313750545	0.300218345	0.534636047	0.461912615	0.383958248	0.372250863	0.674593904	0.558398486	0.478423766	0.506589509	0.60517416	0.529204774	0.831160489	-0.22827083	-0.014671906	0.463189439	0.364019988	0.528428197	-0.002524909	0.107677786	-0.093490517	-0.53811638	0.559799125	0.440397304	-0.28927826	-0.62374463	0.30168423	0.457500525	0.452502196	0.330520966	0.222255571	-0.524370791	0.306288394	0.334024862	-0.402367323	-0.654960357	-0.536899732	-0.51057225	0.011028163	-0.052998516	-0.447425252	0.266687165	-0.193196343	0.045288605	-0.455653126	-0.688977282	-0.336167842	-0.520676954	0.262108875	0.052255247	0.071784409	-0.473255453	-0.171334004	0.057895249
31878_at	"Hs.153612 gnl|UG|Hs#S998608 Homo sapiens mRNA for putative ABC transporter, partial "	-0.385374469	-0.567277687	-0.748069251	-0.843015226	-0.827026601	-0.615351753	-0.770418527	-0.510539681	-0.418940183	-0.643534942	-0.498307315	-0.672509924	-0.873417681	-0.482926	-0.863248129	-0.816152027	-0.545525544	-0.584179825	-0.317318487	-0.691853457	-0.933654547	-0.885563384	-0.598892343	-0.486493889	-0.456294767	-0.622136723	-0.171830149	-0.476530499	-0.811558149	-0.142808401	-0.797348531	-0.652591541	-0.433501125	-0.888480647	-0.574557614	-0.549728764	-0.867023955	0.125381173	-0.865556272	0.036436579	-0.181549667	0.206105105	-0.9226912	-0.393506401	0.310586244	0.313245602	-0.090492874	-0.868394122	-0.052947998	-0.277895737	-0.783395821	-0.921081378	0.118735572	-0.197038083	-0.756341595	-0.697228216	-0.944667755
31879_at	"Hs.153636 gnl|UG|Hs#S472920 Human FUSE binding protein 3 (FBP3) mRNA, partial cds "	0.646275435	0.863452508	0.399126604	0.837926912	0.225126296	0.530905246	0.536607363	0.549023423	0.46723244	0.573134608	0.758050035	0.843222116	0.269046628	0.666701652	0.542592466	0.858440207	0.515376884	0.799860988	0.485349649	0.257763723	0.663823949	0.48160235	0.64768741	0.482684701	0.859481443	0.583678129	0.5422405	0.616929425	0.197147401	0.804872047	0.415874108	0.43199097	0.561791135	0.704277561	0.246513998	0.328046977	0.527483987	-0.719364546	-0.476556937	-0.056693959	-0.115927306	0.380728183	0.361028622	0.48539305	0.229784245	0.2574652	-0.168318616	-0.724651843	-0.093976162	-0.476742672	-0.558401809	-0.000721005	0.199371407	-0.360894313	0.23749748	0.002119358	0.296961279
31880_at	"Hs.153678 gnl|UG|Hs#S592269 Human clone N9 Rep-8 mRNA, complete cds "	-0.863675186	0.113421697	-0.257852818	0.016046151	-0.160836619	-0.152364962	-0.173967167	-0.18912628	-0.03935747	-0.224183547	-0.155482734	-0.300989361	-0.322530744	0.054427158	-0.695507525	0.223562311	-0.631410694	-0.160435389	0.025901688	-0.616493818	0.045658909	-0.072662699	-0.168459181	-0.15739335	-0.29895194	-0.267878554	-0.178831596	-0.121528833	-0.62374463	0.119480381	0.067001349	0.017604699	0.024897929	0.167109243	0.11532789	-0.033662504	-0.105410909	-0.280800911	-0.243717119	-0.564667889	-0.83662019	-0.871908561	0.321501566	0.256853175	0.024874554	-0.427822377	-0.542354756	-0.868394122	-0.602572564	-0.393796404	-0.896893087	-0.592418267	-0.463920256	-0.911768906	-0.664552686	-0.201372059	-0.640984704
31881_at	"Hs.153716 gnl|UG|Hs#S1090501 Homo sapiens mRNA for Hmob33 protein, 3' untranslated region "	-0.966654289	-0.842191918	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	-0.921694223	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-0.47959585	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-0.83266886	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-0.635102324	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.715749977	-0.808273032	-1.035429283	-0.911768906	-0.841055646	-0.809856809	-1.010273351
31882_at	Hs.153768 gnl|UG|Hs#S953277 Homo sapiens mRNA for U3 snoRNP associated 55 kDa protein 	-0.966654289	0.452309153	-0.820862479	0.186489522	-0.174719386	-0.9870318	-0.113451611	-1.013582666	0.710829395	0.419881396	-1.024044009	-0.227390369	-0.224312786	0.060572783	0.797886238	0.622876979	-0.915002328	0.369017786	-0.148882444	0.492501424	0.683134727	0.892138365	0.783326358	0.422480251	-0.028644559	0.641942465	-0.335910077	-0.366511477	0.99223602	-1.095228112	-0.797348531	0.112083024	0.882157251	-0.888480647	-0.968397797	0.615794785	0.460612125	-0.978370136	-0.865556272	-0.286820812	-0.83662019	-0.871908561	1.132987061	0.963515908	0.861986047	1.003777547	-0.55620856	0.718293956	0.665739015	0.711505515	0.287204246	-0.351310433	-1.035429283	-0.911768906	0.52918356	-0.984662221	0.108489769
31883_at	"Hs.153792 gnl|UG|Hs#S998467 Homo sapiens methionine synthase reductase (MTRR) mRNA, complete cds "	-0.281270515	0.204268204	-0.094032995	-0.177491148	-0.629909633	0.040729585	0.207985351	-0.257909522	0.243174585	0.332662202	0.281588929	-0.070666531	0.163273844	0.332465273	0.059753876	0.647774264	0.061145002	0.082294309	-0.059726042	-0.08860123	0.015144751	0.174605909	0.264046023	-0.393844504	0.205462711	0.042787355	-0.195445369	0.114469597	-0.013815202	0.287512395	-0.341460457	0.287016921	0.273004967	0.435324867	-0.160349926	-0.076090621	0.284056566	0.035877005	-0.865556272	-0.858347886	-0.65942946	-0.69752539	0.274846791	1.190467524	-0.067809744	-0.665427393	0.132320684	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.328905271	-0.461181497	-0.911768906	0.015300277	-0.820583192	0.561478665
31884_at	Hs.153820 gnl|UG|Hs#S5962 Homo sapiens (clone S240ii117	-0.297667346	0.156792352	-0.820862479	0.287044915	0.089612943	0.086584313	-0.300500903	0.120042948	0.792763716	0.087031879	0.30746113	0.090561069	-0.150130739	0.387979835	-0.863248129	0.414457952	-0.648329118	-0.167643975	0.408658496	0.257763723	0.090589149	-0.356757167	-0.06890332	-0.886900476	-0.197205984	-0.239795246	-0.010709193	-0.168877805	0.241577205	0.108172566	-0.308228939	0.01621213	0.262418297	-0.09834594	-0.458627969	-0.082608946	-0.681064266	-0.978370136	-0.865556272	-0.858347886	-0.242645674	-0.871908561	-0.9226912	-0.043753692	0.419869369	-0.956245827	-0.860891481	-0.868394122	-0.886994652	-0.167820672	-0.896893087	-0.921081378	-0.191590057	-0.911768906	-0.841055646	-0.984662221	-0.613368597
31885_at	"Hs.153932 gnl|UG|Hs#S871 Human protein tyrosine phosphatase mRNA, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-1.017257177	-0.9870318	-0.966971251	-1.013582666	-0.944018262	-1.020609349	0.192148356	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-0.286439961	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31886_at	Hs.153952 gnl|UG|Hs#S269480 Human placental cDNA coding for 5'nucleotidase (EC 3.1.3.5) 	0.962177139	0.303316743	-0.330646046	1.061358731	-0.853485113	0.976913257	1.174025585	0.888379663	0.060105899	-0.378382372	0.691668261	0.615294762	1.209212396	0.751393776	-0.204101358	1.174022195	-0.915002328	1.427884548	0.046705485	-1.025794932	-0.933654547	-0.885563384	-1.001932033	0.50904005	-0.8335883	-0.859984288	-0.946953138	-0.394231889	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.699546029	-0.257936197	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31887_at	"Hs.153998 gnl|UG|Hs#S268926 Human mitochondrial creatine kinase (CKMT) gene, complete cds "	-0.966654289	-1.005580911	-0.820862479	-0.843015226	-0.29485279	-0.953593633	-0.966971251	-0.968001096	-0.944018262	-0.923550576	-1.024044009	-0.910647646	-0.99727367	-1.023973506	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	-0.885563384	-0.747229951	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.795997739	-1.095228112	-0.663689927	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-0.853994471	-1.092759101	-0.978370136	-0.123452765	-0.858347886	0.767188216	-0.871908561	0.472786679	-0.821108085	-1.056856783	-0.956245827	-0.42329227	-0.868394122	-0.886994652	-0.203351619	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
31888_s_at	"Hs.154036 gnl|UG|Hs#S705844 Homo sapiens IPL (IPL) mRNA, complete cds "	-0.592648612	-1.005580911	-0.117995771	-0.045430218	-0.464667728	-0.9870318	-0.966971251	-0.591888519	-0.944018262	-0.879937972	-0.786335389	-0.65791807	-0.150130739	-0.992280017	-0.863248129	-0.905110107	-0.915002328	-0.873874339	-0.995339833	-1.025794932	-0.933654547	0.596172242	-0.857153912	-0.886900476	0.969325435	-0.859984288	-0.946953138	0.31019957	-0.123636651	1.031600711	-0.042759611	-0.792738561	-0.781364227	1.077977144	-0.039526052	-0.896275172	0.724003161	-0.181643836	0.990362529	-0.858347886	-0.83662019	0.887550421	1.211294847	1.426757993	-0.679790218	-0.600060294	0.24427206	1.157179595	0.345557831	0.090741583	-0.092699005	-0.041789745	0.51189116	0.718962419	0.736700384	0.663301603	0.7605528
31889_at	Hs.154069 gnl|UG|Hs#S542 Human melanoma antigen recognized by T-cells (MART-1) mRNA 	0.107261036	0.021947331	0.035819679	-0.602006972	0.252515646	0.125519125	-0.009780306	0.239105614	0.366820646	0.231993474	0.078920785	0.113076332	0.441174194	0.353063681	-0.137366555	-0.369454978	0.296227483	-0.160435389	0.056194241	0.362228391	0.116502659	0.114735963	0.057999403	0.196853557	0.011025766	-0.431439679	0.205202951	-0.197798226	-0.345336713	0.170599637	0.112995622	0.312453061	0.137630021	-0.35597204	0.288868654	0.180034857	0.250408418	0.271457948	0.343038512	0.232250964	0.524215609	0.288624773	0.314870222	0.206011593	0.575173015	0.408081415	0.327178153	0.508726982	0.573496701	0.319981777	0.567155381	0.318020977	0.513129936	0.58782838	0.372590895	0.360893038	0.329170091
31890_s_at	"Hs.154095 gnl|UG|Hs#S1090401 Homo sapiens SPH-binding factor mRNA, partial cds "	-0.728352567	-0.231780099	-0.820862479	-0.522139092	-0.52206604	-0.116805873	-0.205199575	-0.44372199	-0.727792092	-0.072864564	-0.128527208	-0.580575699	-0.624919899	-0.291127463	-0.623046577	0.020326864	-0.915002328	-0.593143178	-0.322072556	-0.667146167	-0.484756303	-0.689298794	-0.633025525	-0.886900476	-0.8335883	-0.693058279	-0.773828742	-0.896040255	-0.811558149	0.134250497	-0.797348531	-0.597532141	-0.971348069	-0.573463593	-0.968397797	-0.819050191	-0.475318872	-0.978370136	-0.865556272	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.036940197	-0.956245827	-0.994496532	-0.868394122	-0.886994652	-0.964054855	-0.558401809	-0.921081378	-1.035429283	-0.885692451	-0.841055646	-0.984662221	-0.778666804
31891_at	"Hs.154138 gnl|UG|Hs#S417644 Human chitinase (HUMTCHIT) mRNA, exon 1b form, partial cds "	-0.559941446	-0.335833004	-0.820862479	-0.843015226	-1.017257177	-0.410266687	-0.577342311	0.11501532	-0.542500005	1.026701673	-0.648153276	-0.518835723	0.572347961	-0.088674344	-0.863248129	0.377369957	0.090531565	-0.306492469	-0.338986419	0.046344527	-0.284104737	-0.871170185	-0.398830788	-0.098029449	-0.232202316	-0.859984288	0.098451371	-0.048263443	0.214370557	-0.245290619	0.064502618	-0.322039555	-0.190449441	0.188317171	0.409661744	-0.080973465	-0.425167522	0.551674057	-0.821356736	-0.858347886	-0.13104986	-0.871908561	-0.857697486	-0.821108085	-0.501531129	0.412935087	-0.662117196	-0.537737817	0.678561608	-0.832858629	0.578812854	-0.921081378	-0.610973688	-0.911768906	-0.841055646	-0.285249426	-0.098625767
31892_at	Hs.154151 gnl|UG|Hs#S269638 H.sapiens hR-PTPu gene for protein tyrosine phosphatase 	-0.329420023	-1.005580911	-0.76918813	-0.843015226	-1.017257177	-0.9870318	0.805086767	-0.836828102	-0.944018262	-1.020609349	0.778071383	-0.910647646	-0.99727367	0.923639218	-0.863248129	-0.905110107	0.951731596	-0.873874339	-0.995339833	2.066081929	-0.933654547	-0.885563384	-1.001932033	-0.886900476	-0.8335883	-0.859984288	-0.946953138	-0.896040255	-0.811558149	-1.095228112	-0.797348531	-1.01553925	-0.971348069	-0.888480647	-0.968397797	-1.041748748	-1.092759101	-0.978370136	-0.678302017	-0.858347886	-0.83662019	-0.871908561	-0.9226912	-0.821108085	-1.056856783	-0.956245827	-0.994496532	-0.868394122	0.252306226	-0.964054855	-0.896893087	-0.921081378	-1.035429283	-0.911768906	-0.841055646	-0.984662221	-1.010273351
